chunk_id,parent_structure_id,document_id,document_title,document_short_title,source_file,publication_date,publisher,pdf_page_start,pdf_page_end,printed_page_start,printed_page_end,source_locator,chapter,section,subsection,chunk_type,chunk_text,chunk_char_count,token_count_est,keywords_en,keywords_ko,summary_ko,embedding_text,citation_text,content_function,mode_relevance,retrieval_priority,security_class,answer_limit_note,processing_status,review_required,version
AFDP4_0_2026_CHUNK_00136,AFDP4_0_2026_STRUCT_048,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,48,48,45,45,"AFDP 4-0 Sustainment, printed p. 45",Appendix A: Combat Service Support Capabilities,Itv.,,doctrine_text,"FM provides financial analysis, cost, decision support, financial services, and disbursing through forces in theater, financial systems, and reachback. Force Support. Enables warfighting capability by providing manpower and personnel programs, life-sustaining and essential services, and quality-of-life programs to support AFFOR. Provides total force accountability and personnel management to integrate regular, Guard, Reserve, and civilians to meet personnel resource requirements. Provides casualty reporting capability to ensure timely and humane notification to next of kin. Provides food service, mortuary affairs, lodging, fitness, retail sales and services, laundry services, and recreational opportunities. Responsible for manpower management, organization designations, and performance management. Provides mail services around the world in partnership with USTRANSCOM and the US Postal Service. Force Support also provides administrative support to commanders at all levels. Provides education and training, alternative dispute resolution, complaint processing, unit climate",1086,272,AFFOR; reachback,공군구성군; 후방지원,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, FM provides financial analysis, cost, decision support, financial services, and disbursing through forces in theater, financial systems, and reachback. Force Support. Enables warfighting capability by providing manpower...","AFDP 4-0 Sustainment | Appendix A: Combat Service Support Capabilities | Itv. |  | AFFOR; reachback | FM provides financial analysis, cost, decision support, financial services, and disbursing through forces in theater, financial systems, and reachback. Force Support. Enables warfighting capability by providing manpower and personnel programs, life-sustaining and essential services, and quality-of-life programs to support AFFOR. Provides total force accountability and personnel management to integrate regular, Guard, Reserve, and civilians to meet personnel resource requirements. Provides casualty reporting capability to ensure timely and humane notification to next of kin. Provides food service, mortuary affairs, lodging, fitness, retail sales and services, laundry services, and recreational opportunities. Responsible for manpower management, organization designations, and performance management. Provides mail services around the world in partnership with USTRANSCOM and the US Postal Service. Force Support also provides administrative support to commanders at all levels. Provides education and training, alternative dispute resolution, complaint processing, unit climate","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 45.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,medium,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,NO,v1.0
AFDP4_0_2026_CHUNK_00137,AFDP4_0_2026_STRUCT_049,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,49,49,46,46,"AFDP 4-0 Sustainment, printed p. 46",Appendix A: Combat Service Support Capabilities,Appendix A: Combat Service Support Capabilities,,doctrine_text,"46 assessments, pre-commissioning programs, professional military education, professional continuing education, higher education, transition, and career assistance. Supports the commander’s sexual assault awareness and prevention training, education, advocacy, response, reporting, and accountability. Provides military and family support capability through programs for deployed members and families that support Airman resiliency and reintegration. Medical Services. Provides FHP, which is a ""total life cycle"" health support system that addresses all health-related threats affecting the combat force. The three primary focal points of FHP are a healthy fit force, casualty prevention, and casualty care and management. Historian. Provides leadership at all levels with accurate, well-analyzed historical information and documentation of key activities, including collection, preservation, evaluation, and interpretation of current operational data. These data are used to enhance the USAF’s combat capability. Judge Advocate (JA).",1034,258,medical,의무,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, 46 assessments, pre-commissioning programs, professional military education, professional continuing education, higher education, transition, and career assistance. Supports the commander’s sexual assault awareness and...","AFDP 4-0 Sustainment | Appendix A: Combat Service Support Capabilities | Appendix A: Combat Service Support Capabilities |  | medical | 46 assessments, pre-commissioning programs, professional military education, professional continuing education, higher education, transition, and career assistance. Supports the commander’s sexual assault awareness and prevention training, education, advocacy, response, reporting, and accountability. Provides military and family support capability through programs for deployed members and families that support Airman resiliency and reintegration. Medical Services. Provides FHP, which is a ""total life cycle"" health support system that addresses all health-related threats affecting the combat force. The three primary focal points of FHP are a healthy fit force, casualty prevention, and casualty care and management. Historian. Provides leadership at all levels with accurate, well-analyzed historical information and documentation of key activities, including collection, preservation, evaluation, and interpretation of current operational data. These data are used to enhance the USAF’s combat capability. Judge Advocate (JA).","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 46.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,medium,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,NO,v1.0
AFDP4_0_2026_CHUNK_00138,AFDP4_0_2026_STRUCT_049,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,49,49,46,46,"AFDP 4-0 Sustainment, printed p. 46",Appendix A: Combat Service Support Capabilities,Appendix A: Combat Service Support Capabilities,,doctrine_text,"Provides legal advice to commanders and personnel, including command relations, military justice, personnel issues, fiscal law, contracting actions, ethics, environmental law, claims, status of forces agreements, law of war, international agreements, rule of law, and specialized legal support in multinational, civil-military, and combat operations. Provides legal services, including legal assistance, which maximize the legal readiness of the force. Logistics Planning. Provides site planning, WRM management, and the implementation of efficient CSS operations. Provides planning for deploying to, reception of forces in, sustaining, and redeploying from an operational area. Maintenance. Maintains, repairs, and supports weapon systems and associated equipment, and support equipment. Provides organizational, intermediate, and depot-level maintenance both on the flight line and in repair facilities. Also includes battle damage repair and crash and recovery operations when required. Materiel Management. Assists commanders and equipment custodians in the transfer and accounting of assigned equipment assets.",1115,279,logistics; CSS; maintenance,군수; 전투근무지원; 정비,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, Provides legal advice to commanders and personnel, including command relations, military justice, personnel issues, fiscal law, contracting actions, ethics, environmental law, claims, status of forces agreements, law of...","AFDP 4-0 Sustainment | Appendix A: Combat Service Support Capabilities | Appendix A: Combat Service Support Capabilities |  | logistics; CSS; maintenance | Provides legal advice to commanders and personnel, including command relations, military justice, personnel issues, fiscal law, contracting actions, ethics, environmental law, claims, status of forces agreements, law of war, international agreements, rule of law, and specialized legal support in multinational, civil-military, and combat operations. Provides legal services, including legal assistance, which maximize the legal readiness of the force. Logistics Planning. Provides site planning, WRM management, and the implementation of efficient CSS operations. Provides planning for deploying to, reception of forces in, sustaining, and redeploying from an operational area. Maintenance. Maintains, repairs, and supports weapon systems and associated equipment, and support equipment. Provides organizational, intermediate, and depot-level maintenance both on the flight line and in repair facilities. Also includes battle damage repair and crash and recovery operations when required. Materiel Management. Assists commanders and equipment custodians in the transfer and accounting of assigned equipment assets.","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 46.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,medium,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,NO,v1.0
AFDP4_0_2026_CHUNK_00139,AFDP4_0_2026_STRUCT_049,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,49,49,46,46,"AFDP 4-0 Sustainment, printed p. 46",Appendix A: Combat Service Support Capabilities,Appendix A: Combat Service Support Capabilities,,doctrine_text,"Procures, receives, stores, issues, and accounts for assigned readiness spare assets. Monitors, controls, and reports the status of reparable assets. Acts as the primary liaison between units and supporting logistics support centers. It is an enabling capability that supports the sustainment of Airmen, weapons systems, and facilities to provide responsive, consistent, and support to the warfighter during peacetime and war. Munitions Management. Procures, requisitions, manages, allocates, and maintains munitions to include storage, maintenance, assembly/disassembly, staging, delivery, protection, and reconstitution efforts. Provides capability to all munitions users at the installation and contributes to both Base Operations Support and generating the Mission forces.",776,194,sustainment; logistics; ACE; maintenance; munitions,지속지원; 군수; 기민전투운용; 정비; 탄약,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, Procures, receives, stores, issues, and accounts for assigned readiness spare assets. Monitors, controls, and reports the status of reparable assets. Acts as the primary liaison between units and supporting logistics...","AFDP 4-0 Sustainment | Appendix A: Combat Service Support Capabilities | Appendix A: Combat Service Support Capabilities |  | sustainment; logistics; ACE; maintenance; munitions | Procures, receives, stores, issues, and accounts for assigned readiness spare assets. Monitors, controls, and reports the status of reparable assets. Acts as the primary liaison between units and supporting logistics support centers. It is an enabling capability that supports the sustainment of Airmen, weapons systems, and facilities to provide responsive, consistent, and support to the warfighter during peacetime and war. Munitions Management. Procures, requisitions, manages, allocates, and maintains munitions to include storage, maintenance, assembly/disassembly, staging, delivery, protection, and reconstitution efforts. Provides capability to all munitions users at the installation and contributes to both Base Operations Support and generating the Mission forces.","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 46.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,low,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,NO,v1.0
AFDP4_0_2026_CHUNK_00140,AFDP4_0_2026_STRUCT_050,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,50,50,47,47,"AFDP 4-0 Sustainment, printed p. 47",Appendix A: Combat Service Support Capabilities,Appendix A: Combat Service Support Capabilities,,doctrine_text,"47 Operational Contract Support (OCS). Provides the framework for planning and integrating contracted services through a multi-functional staff process of contract support integration (plan), contracting support (procure), and contractor management (manage). Separate from Contracting’s transactional line function for acquiring contracted capabilities through the acquisition process, OCS is the integrated planning process that aligns contracted capabilities with the sustainment plan and operational objectives. The goal of the OCS process is to anticipate, validate, prioritize, and approve operational requirements for appropriate sourcing, develop acquisition strategies, and manage the performance of contracted personnel, equipment, and services. Public Affairs (PA). Provides communication advice and trusted counsel on the impact of operations and activities to commanders at all levels.",897,224,sustainment,지속지원,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, 47 Operational Contract Support (OCS). Provides the framework for planning and integrating contracted services through a multi-functional staff process of contract support integration (plan), contracting support...","AFDP 4-0 Sustainment | Appendix A: Combat Service Support Capabilities | Appendix A: Combat Service Support Capabilities |  | sustainment | 47 Operational Contract Support (OCS). Provides the framework for planning and integrating contracted services through a multi-functional staff process of contract support integration (plan), contracting support (procure), and contractor management (manage). Separate from Contracting’s transactional line function for acquiring contracted capabilities through the acquisition process, OCS is the integrated planning process that aligns contracted capabilities with the sustainment plan and operational objectives. The goal of the OCS process is to anticipate, validate, prioritize, and approve operational requirements for appropriate sourcing, develop acquisition strategies, and manage the performance of contracted personnel, equipment, and services. Public Affairs (PA). Provides communication advice and trusted counsel on the impact of operations and activities to commanders at all levels.","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 47.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,medium,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,NO,v1.0
AFDP4_0_2026_CHUNK_00141,AFDP4_0_2026_STRUCT_050,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,50,50,47,47,"AFDP 4-0 Sustainment, printed p. 47",Appendix A: Combat Service Support Capabilities,Appendix A: Combat Service Support Capabilities,,doctrine_text,"Plans, conducts, synchronizes, integrates, and evaluates the employment of the following PA capabilities as part of the operational planning process, including command information, media operations, community engagement, combat camera, visual information, counterpropaganda, AF band, and security and policy review activities. As a principal IW capability, supports the seizure and maintenance of information and relative advantage through operations in and through the IE. Safety. Promotes a safe environment for air and cyberspace forces to live and work, thereby preserving vital resources. Assists with the implementation and integration of RM into all operations and missions. Focuses on mishap prevention and proactive safety in all mission sets to preserve combat capability. Security Forces (SF). Contributes to the overall effort by protecting and securing operationally critical installations, personnel, facilities, and systems. Capabilities include area security operations, base security operations, base defense operations, law and order, combat arms, military working dogs, and nuclear security operations.",1121,280,ACE; maintenance,기민전투운용; 정비,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, Plans, conducts, synchronizes, integrates, and evaluates the employment of the following PA capabilities as part of the operational planning process, including command information, media operations, community...","AFDP 4-0 Sustainment | Appendix A: Combat Service Support Capabilities | Appendix A: Combat Service Support Capabilities |  | ACE; maintenance | Plans, conducts, synchronizes, integrates, and evaluates the employment of the following PA capabilities as part of the operational planning process, including command information, media operations, community engagement, combat camera, visual information, counterpropaganda, AF band, and security and policy review activities. As a principal IW capability, supports the seizure and maintenance of information and relative advantage through operations in and through the IE. Safety. Promotes a safe environment for air and cyberspace forces to live and work, thereby preserving vital resources. Assists with the implementation and integration of RM into all operations and missions. Focuses on mishap prevention and proactive safety in all mission sets to preserve combat capability. Security Forces (SF). Contributes to the overall effort by protecting and securing operationally critical installations, personnel, facilities, and systems. Capabilities include area security operations, base security operations, base defense operations, law and order, combat arms, military working dogs, and nuclear security operations.","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 47.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,medium,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,NO,v1.0
AFDP4_0_2026_CHUNK_00142,AFDP4_0_2026_STRUCT_050,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,50,50,47,47,"AFDP 4-0 Sustainment, printed p. 47",Appendix A: Combat Service Support Capabilities,Appendix A: Combat Service Support Capabilities,,doctrine_text,"Studies, Analyses, and Assessments. Provides specialized analytic support for strategic planning, operational and developmental planning, requirements assessments, modernization and recapitalization of systems and programs, and the planning, programming, budgeting, and execution of decision processes. Test and Evaluation (T&E). Ensures weapons systems are operationally effective and suitable, incorporates lessons learned during T&E of a new system to increase its agility, takes a rapid response process project, developed in response to a critical wartime need, and makes sure it works as designed, and readies an immature weapons system for immediate wartime deployment, making critical decisions as to the system’s ability to perform its mission well enough to warrant deployment without jeopardizing resources or delaying the system’s initial operating capability. Weather Services.",890,222,deployment,전개,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, Studies, Analyses, and Assessments. Provides specialized analytic support for strategic planning, operational and developmental planning, requirements assessments, modernization and recapitalization of systems and...","AFDP 4-0 Sustainment | Appendix A: Combat Service Support Capabilities | Appendix A: Combat Service Support Capabilities |  | deployment | Studies, Analyses, and Assessments. Provides specialized analytic support for strategic planning, operational and developmental planning, requirements assessments, modernization and recapitalization of systems and programs, and the planning, programming, budgeting, and execution of decision processes. Test and Evaluation (T&E). Ensures weapons systems are operationally effective and suitable, incorporates lessons learned during T&E of a new system to increase its agility, takes a rapid response process project, developed in response to a critical wartime need, and makes sure it works as designed, and readies an immature weapons system for immediate wartime deployment, making critical decisions as to the system’s ability to perform its mission well enough to warrant deployment without jeopardizing resources or delaying the system’s initial operating capability. Weather Services.","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 47.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,medium,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,NO,v1.0
AFDP4_0_2026_CHUNK_00143,AFDP4_0_2026_STRUCT_050,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,50,50,47,47,"AFDP 4-0 Sustainment, printed p. 47",Appendix A: Combat Service Support Capabilities,Appendix A: Combat Service Support Capabilities,,doctrine_text,"Provides timely and accurate environmental data and information, including climatological assessments and space and atmospheric weather, integral to the decision process and to the timing of employing forces and planning and conducting air, ground, and space launch operations.",277,69,ACE,기민전투운용,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, Provides timely and accurate environmental data and information, including climatological assessments and space and atmospheric weather, integral to the decision process and to the timing of employing forces and...","AFDP 4-0 Sustainment | Appendix A: Combat Service Support Capabilities | Appendix A: Combat Service Support Capabilities |  | ACE | Provides timely and accurate environmental data and information, including climatological assessments and space and atmospheric weather, integral to the decision process and to the timing of employing forces and planning and conducting air, ground, and space launch operations.","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 47.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,low,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,YES,v1.0
AFDP4_0_2026_CHUNK_00144,AFDP4_0_2026_STRUCT_051,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,51,51,48,48,"AFDP 4-0 Sustainment, printed p. 48",References,References,,reference,"48 REFERENCES All websites accessed 9 Apr 2026 US AIR FORCE DOCTRINE: https://www.doctrine.af.mil/ • AFDP 3-0, Operations • AFDP 3-0.1, Counterair Operations • AFDP 3-10, Force Protection • AFDP 3-13, Information in Air Force Operations • AFDP 3-34, Engineer Operations • AFDP 3-84, Legal Support • AFDN 1-21, Agile Combat Employment JOINT DOCTRINE • JP 3-0, Joint Campaigns and Operations • JP 3-30, Joint Air Operations • JP 3-35, Joint Deployment and Redeployment Operations • JP 3-36, Joint Air Mobility and Sealift Operations • JP 3-55, Joint Operations Security • JP 4-0, Joint Logistics • JP 4-02, Joint Health Services • JP 4-03, Joint Bulk Petroleum and Water Doctrine • JP 4-04, Contingency Basing • JP 4-10, Operational Contract Support • JP 5-0, Joint Planning MISCELLANEOUS PUBLICATIONS • DoDI 4715.19, Use of Open-Air Burn Pits in Contingency Operations • DoDI 4715.22, Environmental Policy for Contingency Locations • DoDI 5530.03, International Agreements • DoDM 4715.05, Volume 1, Overseas Environmental Baseline Guidance Document: Conservation • DAFI 36-3802, Force Support Readiness Programs • DAFI 84-101, Aerospace Historian Responsibilities and Management • DAFMAN 10-406, Unit Type Code Management • AFI 10-401, Operations Planning and Execution • AFI 13-103, Air Component Headquarters AFFOR Staff Operations, Readiness, and Structures • AFH 10-222, Volume 4, Environmental Considerations for Overseas Contingency Operations • AFPD 51-4, Operations and International Law",1494,374,logistics; AFFOR; ACE; force protection; basing; deployment,군수; 공군구성군; 기민전투운용; 전력방호; 기지운용; 전개,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, 48 REFERENCES All websites accessed 9 Apr 2026 US AIR FORCE DOCTRINE: https://www.doctrine.af.mil/ • AFDP 3-0, Operations • AFDP 3-0.1, Counterair Operations • AFDP 3-10, Force Protection • AFDP 3-13, Information in Air...","AFDP 4-0 Sustainment | References | References |  | logistics; AFFOR; ACE; force protection; basing; deployment | 48 REFERENCES All websites accessed 9 Apr 2026 US AIR FORCE DOCTRINE: https://www.doctrine.af.mil/ • AFDP 3-0, Operations • AFDP 3-0.1, Counterair Operations • AFDP 3-10, Force Protection • AFDP 3-13, Information in Air Force Operations • AFDP 3-34, Engineer Operations • AFDP 3-84, Legal Support • AFDN 1-21, Agile Combat Employment JOINT DOCTRINE • JP 3-0, Joint Campaigns and Operations • JP 3-30, Joint Air Operations • JP 3-35, Joint Deployment and Redeployment Operations • JP 3-36, Joint Air Mobility and Sealift Operations • JP 3-55, Joint Operations Security • JP 4-0, Joint Logistics • JP 4-02, Joint Health Services • JP 4-03, Joint Bulk Petroleum and Water Doctrine • JP 4-04, Contingency Basing • JP 4-10, Operational Contract Support • JP 5-0, Joint Planning MISCELLANEOUS PUBLICATIONS • DoDI 4715.19, Use of Open-Air Burn Pits in Contingency Operations • DoDI 4715.22, Environmental Policy for Contingency Locations • DoDI 5530.03, International Agreements • DoDM 4715.05, Volume 1, Overseas Environmental Baseline Guidance Document: Conservation • DAFI 36-3802, Force Support Readiness Programs • DAFI 84-101, Aerospace Historian Responsibilities and Management • DAFMAN 10-406, Unit Type Code Management • AFI 10-401, Operations Planning and Execution • AFI 13-103, Air Component Headquarters AFFOR Staff Operations, Readiness, and Structures • AFH 10-222, Volume 4, Environmental Considerations for Overseas Contingency Operations • AFPD 51-4, Operations and International Law","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 48.",doctrine_reference;operational_context,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,low,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,YES,v1.0
AFDP4_0_2026_GLOSS_0001,AFDP4_0_2026_STRUCT_004,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,4,4,1,1,"AFDP 4-0 Sustainment, printed p. 1",Chapter 1: Air Force Operations in Support of Joint Logistics and Sustainment,CHAPTER 1: AIR FORCE OPERATIONS IN SUPPORT OF JOINT,AFFOR,glossary_acronym,AFFOR: Air Force forces; the Air Force component forces presented to or supporting a joint force commander.,107,27,AFFOR,공군구성군,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, AFFOR: Air Force forces; the Air Force component forces presented to or supporting a joint force commander.",AFDP 4-0 Sustainment | Chapter 1: Air Force Operations in Support of Joint Logistics and Sustainment | CHAPTER 1: AIR FORCE OPERATIONS IN SUPPORT OF JOINT | AFFOR | AFFOR | AFFOR: Air Force forces; the Air Force component forces presented to or supporting a joint force commander.,"Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 1.",terminology;definition_reference,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,high,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,YES,v1.0
AFDP4_0_2026_GLOSS_0002,AFDP4_0_2026_STRUCT_006,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,6,6,3,3,"AFDP 4-0 Sustainment, printed p. 3",Chapter 1: Air Force Operations in Support of Joint Logistics and Sustainment,Force Generation,AFFORGEN,glossary_acronym,"AFFORGEN: Air Force Forces Generation model; the Air Force process for developing, preparing, and presenting force elements to the joint force.",143,36,AFFOR; AFFORGEN,공군구성군; 공군전력생성,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, AFFORGEN: Air Force Forces Generation model; the Air Force process for developing, preparing, and presenting force elements to the joint force.","AFDP 4-0 Sustainment | Chapter 1: Air Force Operations in Support of Joint Logistics and Sustainment | Force Generation | AFFORGEN | AFFOR; AFFORGEN | AFFORGEN: Air Force Forces Generation model; the Air Force process for developing, preparing, and presenting force elements to the joint force.","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 3.",terminology;definition_reference,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,high,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,YES,v1.0
AFDP4_0_2026_GLOSS_0003,AFDP4_0_2026_STRUCT_004,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,4,4,1,1,"AFDP 4-0 Sustainment, printed p. 1",Chapter 1: Air Force Operations in Support of Joint Logistics and Sustainment,CHAPTER 1: AIR FORCE OPERATIONS IN SUPPORT OF JOINT,COMAFFOR,glossary_acronym,"COMAFFOR: Commander, Air Force Forces; exercises administrative authorities over Air Force forces and operational authorities delegated from the JFC.",149,37,AFFOR; COMAFFOR; JFC,공군구성군; 공군군사령관; 합동군사령관,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, COMAFFOR: Commander, Air Force Forces; exercises administrative authorities over Air Force forces and operational authorities delegated from the JFC.","AFDP 4-0 Sustainment | Chapter 1: Air Force Operations in Support of Joint Logistics and Sustainment | CHAPTER 1: AIR FORCE OPERATIONS IN SUPPORT OF JOINT | COMAFFOR | AFFOR; COMAFFOR; JFC | COMAFFOR: Commander, Air Force Forces; exercises administrative authorities over Air Force forces and operational authorities delegated from the JFC.","Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 1.",terminology;definition_reference,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,high,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,YES,v1.0
AFDP4_0_2026_GLOSS_0004,AFDP4_0_2026_STRUCT_003,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,3,3,i,i,"AFDP 4-0 Sustainment, printed p. i",Front Matter,Foreword,JFC,glossary_acronym,JFC: Joint Force Commander.,27,7,JFC,합동군사령관,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, JFC: Joint Force Commander.",AFDP 4-0 Sustainment | Front Matter | Foreword | JFC | JFC | JFC: Joint Force Commander.,"Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. i.",terminology;definition_reference,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,high,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,YES,v1.0
AFDP4_0_2026_GLOSS_0005,AFDP4_0_2026_STRUCT_004,AFDP4_0_2026,"Air Force Doctrine Publication 4-0, Sustainment",AFDP 4-0 Sustainment,AFDP 4-0-Sustainment.pdf,01 May 2026,U.S. Air Force,4,4,1,1,"AFDP 4-0 Sustainment, printed p. 1",Chapter 1: Air Force Operations in Support of Joint Logistics and Sustainment,CHAPTER 1: AIR FORCE OPERATIONS IN SUPPORT OF JOINT,JFACC,glossary_acronym,JFACC: Joint Force Air Component Commander.,43,11,JFACC,연합/합동공군구성군사령관,"이 청크는 AFDP 4-0 Sustainment의 해당 부분을 요약하며, JFACC: Joint Force Air Component Commander.",AFDP 4-0 Sustainment | Chapter 1: Air Force Operations in Support of Joint Logistics and Sustainment | CHAPTER 1: AIR FORCE OPERATIONS IN SUPPORT OF JOINT | JFACC | JFACC | JFACC: Joint Force Air Component Commander.,"Air Force Doctrine Publication 4-0, Sustainment, 01 May 2026, AFDP 4-0 Sustainment, printed p. 1.",terminology;definition_reference,air force sustainment doctrine;rag retrieval for planning and staff advice;qa;staff_advice;doctrine_lookup,high,public,Use only for public-release doctrine answers; preserve citation and do not infer beyond source text.,completed,YES,v1.0
